label4d,label1d,isco_08,title,task_id,task_text,score_2023,weaviate_status,predicted_score_2025_gpt4o,prediction_justification_gpt4o,weaviate_status_gemini,predicted_score_2025_gemini,prediction_justification_gemini,score_2025,source,mean_score_2023,mean_score_2025,sd_2023,sd_2025,potential25,potential23,source_year,source_dataset
2240 - Paramedical Practitioners,2 - Professionals,2240,Paramedical Practitioners,5,Assisting medical doctors with complex surgical procedures;,0.15,success,0.157,"The task of assisting medical doctors with complex surgical procedures involves hands-on activities, intricate decision-making, and real-time, patient-specific adaptations, which are fundamentally beyond the current capabilities of Generative AI. The provided context shows that tasks like performing surgeries, managing patient rehabilitation, and various specialized medical procedures have consistently low adjusted scores (e.g., 0.155 for assisting in healing and 0.165 for performing beautifying or therapeutic procedures), reflecting limited automation potential due to the need for human expertise and interaction. These tasks require precision, empathy, and complex problem-solving skills that AI cannot yet replicate or replace. Even in a technologically advanced country like Poland with high access to AI tools, the nuanced and dynamic nature of surgical assistance largely confines AI to a supportive role, such as providing information or optimizing procedural workflows, rather than replacing human expertise in surgical settings. Therefore, the adjusted score reflects the minimal, but an existent role of AI in such critical, hands-on medical tasks.",success,0.15,"The task of assisting medical doctors with complex surgical procedures requires a high degree of manual dexterity, real-time decision-making, and extensive medical expertise.  This is fundamentally a hands-on task requiring physical presence and interaction with the patient, similar to the semantically proximate tasks such as ""Conducting operations, including: congenital defects...perilymphatic fistulas"" (adjusted score 0.14115), ""Performing surgical procedures on the throat and elbow"" (adjusted score 0.155), and ""Qualifying patients for emergency surgical procedures"" (adjusted score 0.1768).  While Generative AI could potentially assist with pre-operative planning or post-operative analysis by processing medical images and data, the core act of surgery itself, requiring precise movements and real-time responses to unforeseen circumstances, remains firmly in the human domain.  The high access to technology in Poland does not alter the fundamentally physical and skill-based nature of the task.  Therefore, an adjusted score of 0.15 reflects the extremely limited potential for automation of this task using current Generative AI technology.  The score is slightly higher than the lowest adjusted scores for similar tasks, acknowledging a potential minor role for AI in data analysis and information retrieval, but significantly lower than tasks with higher automation potential, reflecting the limitations of current AI in automating complex surgical procedures.",0.1535,predicted,0.23,0.23,0.21,0.13,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2240 - Paramedical Practitioners,2 - Professionals,2240,Paramedical Practitioners,6,"Monitoring patients' progress and response to treatment, and identifying signs and symptoms requiring referral to medical doctors;",0.3,success,0.24,"The task ""Monitoring patients' progress and response to treatment, and identifying signs and symptoms requiring referral to medical doctors"" involves continuous observation, clinical judgment, and real-time decision-making. Similar tasks in the provided context, such as ""Monitoring treatment outcomes"" (0.3525) and ""Monitoring the progress of a veterinary patient"" (0.215), indicate a limited but existing potential for AI assistance. Generative AI can help by tracking symptoms, suggesting potential concerns based on data patterns, and supporting documentation processes. However, the task requires a nuanced understanding of patient reactions and the ability to adapt treatment or make referral decisions based on a comprehensive view that includes emotional and physical cues—tasks where human expertise is critical. Considering the scores of comparable tasks and accounting for the technology infrastructure available in a high-income country like Poland, a score of 0.24 reflects the potential for AI to assist with data collection and preliminary analysis, while human oversight remains crucial for interpretation and decision-making.",success,0.25,"The task of monitoring patients' progress and response to treatment, and identifying signs and symptoms requiring referral to medical doctors, requires significant medical expertise and judgment.  While Generative AI could potentially assist in analyzing patient data, identifying potential issues based on pre-programmed parameters (similar to ""Monitoring the progress of a veterinary patient,"" score 0.215), and generating reports, the core task of interpreting subtle changes, making clinical judgments, and deciding on referrals remains firmly in the human domain.  The semantically similar tasks provided, such as ""Referring for necessary specialist consultations"" (score 0.28) and ""Formulating medical diagnosis"" (score 0.3125), also highlight the limitations of current Generative AI in fully automating tasks requiring nuanced medical judgment.  Although access to technology in Poland is high, this does not negate the need for human expertise in interpreting complex medical information and making critical decisions about patient care.  Therefore, a score of 0.25 reflects the limited but present potential for AI assistance in data analysis and information retrieval, while acknowledging the irreplaceable role of human medical professionals in this task.",0.245,predicted,0.23,0.23,0.21,0.13,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2240 - Paramedical Practitioners,2 - Professionals,2240,Paramedical Practitioners,7,"Advising patients and families on diet, exercise and other habits which aid prevention or treatment of disease and disorders;",0.4,success,0.32,"The task of advising patients and families on diet, exercise, and other habits to aid disease prevention or treatment involves a high degree of personal interaction and nuanced understanding of individual health needs, much like tasks associated with health promotion, disease prevention, and patient education. These tasks, which require human empathy and personalized guidance, have automation scores ranging from 0.29 to 0.39, reflecting the complex interplay of human skills and technological support that Generative AI can offer. Similar tasks include developing individual diets and health promotion activities, both needing significant human judgment and interaction, despite AI's ability to assist in providing generalized information and structured planning. In a high-income context like Poland, AI can support by processing data and suggesting lifestyle interventions based on large datasets, yet cannot wholly replace the personalized human touch critical in medical guidance. Therefore, an adjusted score of 0.32 reflects AI's supportive, rather than substitutive, role in this task, recognizing the potential for AI-assisted content delivery while underscoring the continued necessity for human expertise in specific health interactions.",success,0.35,"The task of advising patients and families on diet, exercise, and other habits to prevent or treat disease and disorders shares similarities with several tasks in the provided context, particularly those involving health promotion, disease prevention, and the development of personalized health plans.  Semantically similar tasks, such as ""Developing individual diets for children and adults"" (0.575), ""Conducting preventive activities and promoting health-promoting behaviors"" (0.29), and ""Planning and implementing health promotion programs"" (0.39), received adjusted scores reflecting a moderate level of automation potential.  These tasks, like the target task, require a blend of data analysis, personalized advice, and human interaction.  While Generative AI can assist in providing general information, suggesting lifestyle changes, and creating educational materials, the nuanced understanding of individual patient needs, cultural contexts, and the ability to build rapport and motivate behavioral change remain crucial human elements.  The lower scores for tasks involving direct patient care and complex medical procedures (e.g., treating dental diseases, 0.09; modifying care for a diabetic patient, 0.1825) highlight the limitations of AI in fully automating tasks requiring hands-on interaction and clinical judgment.  Considering the balance between AI's potential to assist in information dissemination and the irreplaceable human element in providing personalized health advice, an adjusted score of 0.35 reflects a moderate level of automation potential, acknowledging AI's supportive role while emphasizing the continued need for human expertise.  The high access to technology in Poland is considered, but the task's inherent reliance on human interaction and judgment limits the potential for full automation.",0.335,predicted,0.23,0.23,0.21,0.13,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2240 - Paramedical Practitioners,2 - Professionals,2240,Paramedical Practitioners,8,"Identifying and referring complex or unusual cases to medical doctors, hospitals or other places for specialized care;",0.1,success,0.3,"The task of identifying and referring complex or unusual cases for specialized medical care requires expert judgment, patient-specific considerations, and professional experience, which generative AI cannot fully replicate. Like similar tasks such as ""Referring for necessary specialist consultations or hospital treatment"" (adjusted score 0.28) and ""Formulating medical diagnosis and less probable diagnoses (differential)"" (adjusted score 0.31), this task relies heavily on human insight and ethical decision-making. AI can aid in data processing, initial assessments, and supporting documentation but lacks the capacity for full automation due to the complexity and personalized nature of medical decisions. In a high-income country like Poland, access to advanced technologies might enhance AI's supportive role, but human oversight remains critical. Considering these factors and the provided scores, the adjusted automation score for this task reflects the essential role of human expertise with limited AI assistance.",success,0.25,"The task of identifying and referring complex or unusual medical cases to specialists involves significant clinical judgment and expertise, similar to several tasks in the provided dataset.  Tasks like ""Referring for necessary specialist consultations or hospital treatment"" (0.28), ""Formulating medical diagnosis and less probable diagnoses (differential)"" (0.3125), and ""Deciding on the need for medical rehabilitation"" (0.27) all require nuanced medical knowledge and decision-making beyond the current capabilities of generative AI. While AI could potentially assist in data analysis and information retrieval, the core aspects of this task—evaluating patient conditions and selecting appropriate specialists—necessitate human expertise.  The low adjusted scores for tasks involving hands-on medical procedures (e.g., 0.072) further support a low automation score for this task. Although Poland has high internet access, this does not negate the need for human clinical judgment in complex medical referrals.  Therefore, an adjusted score of 0.25 reflects the limited potential for generative AI to automate this task, acknowledging the potential for AI assistance in data processing while emphasizing the crucial role of human medical professionals.",0.275,predicted,0.23,0.23,0.21,0.13,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2240 - Paramedical Practitioners,2 - Professionals,2240,Paramedical Practitioners,9,"Reporting births, deaths and notifiable diseases to government authorities to meet legal and professional reporting requirements.",0.7,success,0.36,"The task of reporting births, deaths, and notifiable diseases to government authorities involves structured data collection, compliance with legal reporting standards, and ensuring accurate and timely communication with the authorities. Generative AI can assist in automating parts of this process by organizing data, generating standardized reports, and ensuring that all required fields are completed based on inputs. However, due to the task's reliance on accurate initial data entry, understanding of complex regulatory frameworks, and the necessity to handle sensitive information with precision, full automation is not feasible. Similar to other documentation-heavy tasks such as maintaining patient records (automation score: 0.375) and conveying patient information in healthcare settings (automation score: 0.35), this task requires substantial human oversight to ensure accuracy, regulatory compliance, and nuanced judgment. Additionally, the need for rapid adaptation to changing regulations and the sensitivity of personal information align this task more closely with those that have moderately higher automation potential due to structured documentation needs. Considering these factors and the environment in a high-income country like Poland, an adjusted score of 0.36 is appropriate, reflecting AI's ability to assist significantly but acknowledging the indispensable human role.",success,0.65,"The task of reporting births, deaths, and notifiable diseases to government authorities involves structured data entry and reporting, aligning with the capabilities of Generative AI.  Similar to tasks like ""Maintaining sanitary-epidemiological documentation"" (adjusted score 0.3555) and ""Reporting arrival and departure times of the ship"" (adjusted score 0.625), this task benefits from AI's ability to automate data processing and report generation.  However, unlike the ship reporting task, this task may involve more complex data validation and compliance checks, requiring some human oversight to ensure accuracy and adherence to legal and professional standards. The higher score compared to the sanitary documentation task reflects the more structured and data-driven nature of the reporting process.  The high access to technology in Poland further supports a higher automation potential.  Considering these factors, an adjusted score of 0.65 reflects a significant potential for automation, acknowledging the need for human oversight in complex cases and ensuring compliance.",0.505,predicted,0.23,0.23,0.21,0.13,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,1,"Determining the presence and nature of abnormal conditions by physical examination, laboratory testing and through diagnostic imaging techniques including radiography and ultrasound;",0.1,success,0.25,"The task of determining the presence and nature of abnormal conditions by physical examination, laboratory testing, and through diagnostic imaging techniques (such as radiography and ultrasound) inherently requires significant medical expertise, judgment, and hands-on skills, elements currently beyond the reach of Generative AI. However, AI can support this task by analyzing diagnostic images (such as radiography), detecting patterns, and organizing data efficiently, similar to AI's role in aiding with interpretation and analysis in tasks involving auxiliary tests (which have scores around 0.25). While Generative AI has the capability to enhance diagnostics through pattern recognition in imaging, the nuanced understanding, direct patient interaction, and decision-making needed for comprehensive evaluations remain reliant on human expertise. Comparatively, tasks like the interpretation of EEG data in psychiatry (score: 0.25) share similarities in needing human insight for clinical judgment, but AI can augment parts of the data analysis process. Given this analysis, an adjustable score of 0.25 reflects the significant, yet supportive, contribution that AI can make, recognizing its potential to assist without replacing the vital human elements involved in medical diagnostics.",success,0.17,"The task of determining the presence and nature of abnormal conditions through physical examination, laboratory testing, and diagnostic imaging techniques (ISCO-08 2250) is heavily reliant on human expertise and physical interaction.  While Generative AI could potentially assist in analyzing data from laboratory tests or diagnostic images (similar to tasks like interpreting auxiliary tests, which received adjusted scores around 0.25-0.3775), it cannot replace the physician's clinical judgment, physical examination skills, or the crucial element of patient interaction.  The semantically similar tasks provided, particularly those involving clinical examinations and diagnostic procedures (with adjusted scores ranging from 0.09 to 0.225), strongly suggest a low automation potential.  The hands-on nature of the task, the need for real-time decision-making, and the complex interpretation of medical findings limit the applicability of Generative AI.  Although access to computers and the internet in Poland is widespread, this does not negate the fundamental limitations of current Generative AI in performing the core aspects of this medical task.  Therefore, an adjusted score of 0.17 reflects the limited potential for automation, acknowledging the potential for AI assistance in data analysis but emphasizing the irreplaceable role of human medical professionals.",0.21,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,2,"Treating animals medically and surgically, and administering and prescribing drugs, analgesics, and general and local anaesthetics;",0.1,success,0.08,"The task of treating animals medically and surgically, and administering and prescribing drugs, analgesics, and anesthetics, involves complex hands-on interventions, in-depth medical knowledge, and real-time decision-making, all of which demand human expertise and physical ability. Generative AI is limited in its ability to perform these physical tasks or replicate the clinical judgment needed in a medical setting. While AI can assist in processing medical data, suggesting treatment options, or managing records, the direct execution and personalized care aspects of this task remain beyond its reach. Semantically similar tasks, such as ""Examining the general condition of animals and diagnosing diseases"" (automation score of 0.115) and ""Administering medications orally, rectally, topically, and by inhalation as recommended by the doctor"" (automation score of 0.075), highlight the limited automation potential due to the necessary hands-on skills and physical interaction. These tasks emphasize the requirement for human oversight, nuanced judgment, and manual dexterity, which are critical in medical and surgical contexts. Therefore, a low adjusted score of 0.08 is suitable, reflecting the slight potential for AI to assist but primarily requiring human execution and expertise.",success,0.15,"The task of treating animals medically and surgically, and administering and prescribing drugs, analgesics, and general and local anaesthetics, requires significant hands-on skills, real-time decision-making, and a deep understanding of animal anatomy and physiology.  This is fundamentally different from tasks that can be automated by Generative AI.  While AI could potentially assist with aspects like accessing medical records, suggesting treatment plans based on symptoms, or providing information on drug dosages, the core aspects of the task—physical examination, surgical procedures, drug administration, and clinical judgment—remain firmly in the human domain.

Several semantically similar tasks in the provided context received low adjusted scores due to their reliance on physical interaction and real-time decision-making.  For example, ""Administering medications orally, rectally, topically, and by inhalation"" received a score of 0.075, and ""Performing physiotherapeutic treatments on a veterinary patient"" received a score of 0.063.  ""Examining the general condition of animals and diagnosing diseases"" received a score of 0.115.  These tasks, like the target task, require hands-on skills and professional judgment that current Generative AI cannot replicate.

The higher scores in the provided context are for tasks involving data analysis, report generation, or other predominantly digital activities.  The target task, however, involves significant physical interaction and complex medical procedures.  Even in a high-income country like Poland with widespread access to technology, the core aspects of veterinary medicine remain largely non-automatable with current Generative AI.  Therefore, an adjusted score of 0.15 reflects the limited potential for AI assistance in supporting, but not replacing, the human veterinarian in this task.  This score is higher than the scores for the most physically demanding tasks but lower than those involving primarily data analysis, reflecting the balance between AI's potential for supporting data management and the irreplaceable role of human expertise in veterinary practice.",0.115,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,3,"Performing surgery, dressing wounds and setting broken bones;",0.05,success,0.09,"The task ""Performing surgery, dressing wounds, and setting broken bones"" involves highly specialized manual skills, real-time decision-making, and significant human judgment required in complex and dynamic medical environments. This aligns it closely with other tasks such as ""Performing surgical procedures on the throat and elbow"" (0.155) and ""Conducting operations, including complex surgical procedures"" (0.141), both requiring similar levels of manual dexterity and expertise that current generative AI cannot replicate. The inherent need for human interaction, personal judgment, and tactile manipulation in these tasks limits the automation potential significantly. Despite AI's potential for aiding in some procedural planning or decision-support contexts, the actual execution of these medical procedures remains firmly reliant on human capabilities. The relatively low automation potential of the task is consistent across all similar medical tasks, indicating the need for human oversight and intervention. Therefore, the adjusted score of 0.09 accurately reflects the limitations of AI in automating such intricate and hands-on healthcare tasks, consistent with the established automation potential for similar tasks in the provided context.",success,0.08,"The task of performing surgery, dressing wounds, and setting broken bones (ISCO-08 2250) requires a high degree of manual dexterity, precision, real-time decision-making, and extensive medical expertise.  This is fundamentally a hands-on, physical task that relies heavily on sensory feedback and nuanced judgment.  Generative AI, in its current form, lacks the physical capabilities and real-time adaptability necessary for these procedures. While AI could potentially assist with pre-operative planning, post-operative analysis, or providing information to surgeons, it cannot replace the human surgeon's crucial role in the surgical process itself.

The provided examples of semantically similar tasks, such as ""Performing surgical procedures on the throat and elbow"" (adjusted score 0.155), ""Conducting operations...plastic surgery of the outer ear canal"" (adjusted score 0.141), and ""Providing qualified first aid"" (adjusted score 0.075), all received low automation scores due to their reliance on physical dexterity, real-time decision-making, and complex medical expertise.  These tasks highlight the limitations of current generative AI in automating complex, hands-on medical procedures.

Although access to computers and the internet is common in Poland, this does not change the fundamentally physical and skill-based nature of surgical procedures.  While AI might assist in peripheral tasks, the core aspects of surgery remain firmly in the human domain.  Therefore, an adjusted score of 0.08 reflects the minimal automation potential of this task with current generative AI technology.  This score is lower than the semantically similar tasks because those tasks may have some elements that could be supported by AI (e.g., data analysis, procedural information), while surgery is almost entirely a hands-on, real-time procedure.",0.08499999999999999,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,4,Rendering obstetric and dental services to animals;,0.1,success,0.115,"The task of ""Rendering obstetric and dental services to animals"" requires significant manual dexterity, specialized veterinary expertise, and real-time decision-making, elements that Generative AI currently cannot replicate. Similar tasks in the provided context, such as ""Examining the general condition of animals and diagnosing diseases"" (score 0.115) and ""Treating dental diseases, such as: dental caries, malocclusion, tooth decay, periodontal diseases"" (score 0.09), show low automation potential due to their reliance on physical interaction and clinical judgment. Additionally, tasks like ""Performing preventative treatments against tooth decay (teeth varnishing and others)"" scored similarly low (0.0427) because they involve precise hands-on procedures that AI cannot fully automate. Although AI has the potential to assist with data management, record-keeping, and possibly providing decision support or suggestions based on medical history, the core competencies required for obstetric and dental veterinary services rely heavily on human skills and experience. Considering the presence of supportive AI roles in managing and documenting medical records but acknowledging the indispensable human expertise in performing these procedures, the adjusted score of 0.115 is suitable for reflecting the limited potential for Generative AI in automating this task in a context like Poland, where digital tools can complement but not replace veterinary professionals.",success,0.1,"The task of rendering obstetric and dental services to animals (ISCO-08 4-digit code: 2250) involves a significant amount of hands-on work, requiring physical dexterity, real-time decision-making, and specialized veterinary knowledge.  This is similar to tasks like ""Examining the general condition of animals and diagnosing diseases"" (adjusted score 0.115), ""Treating dental diseases"" (adjusted score 0.09), and ""Performing physiotherapeutic treatments on a veterinary patient"" (adjusted score 0.063), all of which received low adjusted automation scores due to their reliance on physical interaction and expert judgment. While Generative AI could potentially assist with aspects like accessing medical information, generating reports, or suggesting treatment plans based on symptoms, it cannot replace the veterinarian's hands-on skills, clinical judgment, and real-time decision-making capabilities.  The high access to technology in Poland might enhance the use of AI for data analysis and information retrieval, but it does not fundamentally change the predominantly manual and expertise-driven nature of the task. Therefore, an adjusted score of 0.1 reflects the limited potential for automation, aligning with the low scores of semantically similar tasks.",0.1075,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,5,Participating in programmes designed to prevent the occurrence and spread of animal diseases;,0.3,success,0.18,"The task of participating in programs designed to prevent the occurrence and spread of animal diseases involves a range of activities that require hands-on human expertise, decision-making, and real-time assessment of animal health and behavior. While Generative AI can potentially assist in processing data, organizing information, and suggesting preventive strategies, it lacks the physical presence and nuanced understanding necessary for in-the-field execution and real-time intervention. Similar tasks, such as combating zoonoses and complying with sanitary regulations to avoid diseases, have adjusted scores ranging from 0.09 to 0.195, indicating a low potential for full automation due to the reliance on human judgment and physical action. Considering these points and the availability of technology for supportive but not primary roles in a high-income country like Poland, an adjusted score of 0.18 accurately reflects the limited automation potential of AI in this context.",success,0.15,"The task of ""Participating in programmes designed to prevent the occurrence and spread of animal diseases"" involves a complex interplay of data analysis, regulatory compliance, on-site assessment, and potentially hands-on interventions.  The provided context shows that tasks with strong data analysis components, such as ""Analyzing the efficiency of forwarding services"" (adjusted score 0.68), have high automation potential due to AI's ability to process large datasets and identify patterns. However, tasks requiring significant hands-on work, real-time decision-making, and nuanced judgment, such as those involving animal care (e.g., ""Preparing the chainsaw for work"" - 0.03, ""Assisting children with dressing"" - 0.038), receive very low scores.  The semantically similar tasks in the provided dataset, such as ""Preventing and combating diseases"" (adjusted scores ranging from 0.085 to 0.335), ""Complying with sanitary regulations"" (0.17-0.21), and ""Recognizing symptoms of diseases"" (0.335), all highlight the limitations of current Generative AI in automating tasks requiring direct animal interaction, physical interventions, and real-time decision-making in unpredictable environments. While AI can assist with data analysis, information retrieval, and potentially generating reports or recommendations, the core aspects of disease prevention and control remain heavily reliant on human expertise and hands-on skills.  Therefore, an adjusted score of 0.15 reflects the limited automation potential, acknowledging AI's supportive role in data processing and information access but emphasizing the continued need for human expertise in the predominantly hands-on and judgment-based aspects of the task.  The high access to technology in Poland is considered, but the core limitations of AI in handling the unpredictable nature of animal health and disease prevention remain.",0.165,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,6,"Inoculating animals against, and testing for, infectious diseases and notifying authorities of outbreaks of infectious animal diseases;",0.2,success,0.15,"The task of inoculating animals against, and testing for, infectious diseases involves significant physical interaction with animals, requiring hands-on procedures that Generative AI is currently unable to perform. Similar tasks, like preparing and maintaining animal health through direct care, or veterinary inspections, were rated low for automation potential (e.g., scores around 0.08 to 0.19), highlighting the manual and expertise-demanding nature of the work. While AI can assist in managing medical records, analyzing data, and flagging anomalies, the core task of administering vaccinations and conducting tests requires human judgment and dexterity. Therefore, although high-income countries like Poland provide good digital infrastructure, making technology-assisted processes feasible, the need for real-time human intervention in assessing health conditions and applying treatments limits the automation potential of this task. An adjusted score of 0.15 reflects both the supportive role AI can provide and the predominant reliance on human expertise and physical execution.",success,0.15,"The task of inoculating animals and testing for infectious diseases, and notifying authorities of outbreaks, involves a complex interplay of physical actions (inoculation, sample collection), observational skills (assessing animal health), and knowledge-based decision-making (disease diagnosis, reporting).  While Generative AI could potentially assist in aspects like accessing information on disease symptoms, treatment protocols, and regulatory reporting requirements, the core components of the task—physical handling of animals, accurate diagnosis based on observation and testing, and real-time decision-making—remain firmly within the human domain.  Semantically similar tasks, such as ""Preventing and combating diseases"" (adjusted score 0.085), ""Combating zoonoses and parasitic diseases"" (adjusted score 0.195), and ""Recognizing symptoms of diseases based on the appearance and behavior of livestock animals"" (adjusted score 0.335), all highlight the limitations of current Generative AI in automating the hands-on and judgment-based aspects of animal healthcare.  The higher score for ""Recognizing symptoms..."" reflects the potential for AI-assisted image and data analysis, but even this task requires significant human expertise for accurate diagnosis.  The task at hand combines elements of these similar tasks, with the physical and observational components limiting the automation potential more significantly than the data analysis aspects.  Therefore, an adjusted score of 0.15 reflects the limited but non-negligible potential for AI assistance in information retrieval and report generation, while acknowledging the predominantly human-dependent nature of the core tasks.  The access to technology in Poland is a factor, but it does not fundamentally change the limitations of current Generative AI in automating the physical and judgment-based aspects of animal healthcare.",0.15,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,7,Performing autopsies to determine cause of death;,0.1,success,0.11,"Performing autopsies to determine the cause of death is a highly specialized medical task requiring precise manual skills, expert judgment, and a thorough understanding of complex anatomical and pathological data, much like tasks related to performing diagnostic tests or conducting examinations in a forensic context. Generative AI is currently incapable of replicating these hands-on procedures or the nuanced decision-making involved. AI can support documentation and logistical tasks associated with autopsies, but it cannot replace the critical human expertise required for accurate assessments and interpretations. Semantically similar tasks, such as ""Performing forensic-medical examination of objects and materials"" scored 0.2, and ""Drawing blood from birds"" scored 0.135, highlighting the limited potential of AI in handling the direct, physical aspects of such tasks. Additionally, tasks like ""Performing post-mortem cosmetics"" scored around 0.056, reflecting the need for dexterity and hands-on skills in the post-mortem context. The score of 0.11 reflects the predominantly manual and interpretive nature of the task, acknowledging AI's limited role in supporting but not replacing the expert work involved in autopsies, especially in a technology-advanced setting like Poland.",success,0.15,"The task of performing autopsies to determine the cause of death requires a complex interplay of manual dexterity, anatomical knowledge, and interpretative skills.  While Generative AI could potentially assist in aspects like data analysis of medical history or generating preliminary reports based on observed findings, the core aspects of the autopsy—the physical examination, dissection, and interpretation of anatomical features—are fundamentally reliant on human expertise and cannot be automated by current generative AI technology.  Semantically similar tasks, such as ""Performing post-mortem cosmetics"" (0.056) and ""Performing forensic-medical examination of objects and materials"" (0.2), highlight the limitations of AI in automating tasks requiring hands-on interaction with the deceased and detailed anatomical knowledge.  Even tasks involving data analysis within a medical context, such as ""Determining indications and interpreting results of provocation and stress tests"" (0.28), show that while AI can assist, it cannot replace the expert judgment of a medical professional.  The high access to technology in Poland does not negate the inherent physical and interpretative limitations of current generative AI in performing autopsies.  Therefore, an adjusted score of 0.15 reflects the limited potential for AI assistance in supporting, but not replacing, the pathologist's role in this complex and highly specialized procedure.",0.13,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
2250 - Veterinarians,2 - Professionals,2250,Veterinarians,8,"Advising clients on health, nutrition and feeding, hygiene, breeding and care of animals;",0.6,success,0.19,"The task of advising clients on health, nutrition, feeding, hygiene, breeding, and care of animals requires a combination of theoretical knowledge and practical, hands-on experience. Generative AI can support this task by providing general guidelines, nutritional plans, and hygiene protocols based on existing data. However, the nuanced understanding of specific animal needs, real-time observation, and tailored advice based on individual circumstances remain crucially human-driven elements. Similar tasks, such as ""Providing advice on proper socialization and upbringing of young domestic animals"" and ""Preventing and combating diseases,"" have low adjusted scores reflecting their dependence on human judgment and interaction. These tasks share the necessity for hands-on care and adaptability to rapidly changing conditions. Given AI's role as an augmentative tool rather than a replacement in this domain and considering the high access to technology in high-income countries like Poland, the adjusted score reflects the potential for AI to aid in general advice but not replace expert judgment and practical skills.",success,0.25,"The task of advising clients on health, nutrition and feeding, hygiene, breeding and care of animals (ISCO-08 2250) involves a blend of information provision and practical, hands-on advice.  Several semantically similar tasks in the provided dataset received adjusted scores reflecting this duality.  Tasks like 'Providing advice on proper socialization and upbringing of young domestic animals' (0.24 and 0.18 adjusted scores) and 'Taking care of dogs, cats, and other domestic animals' (0.235 and 0.25 adjusted scores) highlight the limitations of Generative AI in replacing the human element of direct animal interaction and nuanced behavioral interpretation.  While Generative AI can assist in providing information on animal breeds, dietary needs, and general care guidelines, the core of the task—personalized advice based on observation and interaction—remains firmly in the human domain.  The access to technology in Poland enhances the potential for AI-assisted information gathering, but it does not negate the need for human expertise in assessing animal health, behavior, and providing tailored advice.  Therefore, an adjusted score of 0.25 reflects the moderate potential for AI assistance in information provision, while acknowledging the limitations in fully automating the task's core aspects.  This score is slightly higher than the lowest adjusted scores for highly physical tasks (around 0.05) but significantly lower than the highest scores for tasks primarily involving data analysis and structured processes (around 0.7-0.8).",0.22,predicted,0.18,0.14,0.18,0.05,Not Exposed,Not affected,2025,Gmyrek et al. 2025 ISCO-08 final scores
